   57																																																									
KBSA2    	0.11939	0.11495	0.11512	0.09273	0.08762	0.09467	0.17736	0.19349	0.19362	0.12694	0.13746	0.14016	0.11586	0.10197	0.09571	0.12847	0.13227	0.12736	0.31559	1.32251	1.31533	0.00180	0.00000	0.00309	0.14923	0.14674	0.14088	0.17197	0.18762	0.17380	0.09035	0.08765	0.13879	0.08519	0.08554	0.18933	0.18738	0.17999	0.13913	0.13659	0.12834	0.04777	0.08816	0.13327	0.08467	0.08588	0.10132	0.18174	0.11574	0.17967	0.11145	0.10856	0.18705	0.16380	0.19390	0.15882	0.13922
KBSA3    	0.11368	0.11219	0.11515	0.09022	0.08466	0.09327	0.17333	0.19104	0.19429	0.12618	0.13235	0.13507	0.11407	0.10115	0.09324	0.12657	0.13008	0.12531	0.31846	1.32727	1.32136	0.00315	0.00309	0.00000	0.14755	0.14417	0.13691	0.17056	0.18514	0.17031	0.09032	0.08639	0.13656	0.08369	0.08400	0.18314	0.18506	0.17885	0.13528	0.13195	0.12678	0.04673	0.09226	0.13034	0.08378	0.08503	0.09966	0.17880	0.11465	0.17702	0.10608	0.09591	0.18437	0.16173	0.18996	0.15803	0.13710
LBSA1    	0.14554	0.14976	0.14053	0.13906	0.13411	0.13451	0.17644	0.18903	0.18533	0.16600	0.17075	0.17172	0.14903	0.13864	0.14811	0.16539	0.16882	0.16526	0.31607	1.32752	1.30494	0.15132	0.14923	0.14755	0.00000	0.11605	0.11213	0.15963	0.18219	0.16447	0.12266	0.11309	0.13397	0.13361	0.12503	0.18622	0.18338	0.17580	0.17002	0.16940	0.15820	0.14201	0.11132	0.14728	0.13464	0.12583	0.13756	0.17135	0.12131	0.17130	0.10072	0.10684	0.17066	0.14826	0.17791	0.13867	0.11703
LBSA2    	0.15019	0.15606	0.14203	0.14707	0.13404	0.14017	0.16097	0.17501	0.17637	0.16055	0.16615	0.16865	0.15281	0.14193	0.15276	0.16092	0.16136	0.15839	0.32127	1.32384	1.31879	0.14810	0.14674	0.14417	0.11605	0.00000	0.10142	0.16192	0.17730	0.15464	0.12381	0.11810	0.13537	0.12958	0.12331	0.17530	0.17622	0.17117	0.16952	0.16457	0.16028	0.14284	0.10975	0.14656	0.13921	0.12937	0.13902	0.17345	0.12505	0.17453	0.08924	0.10069	0.16414	0.14008	0.17608	0.13991	0.11865
LBSA3    	0.13886	0.14836	0.13315	0.14247	0.13187	0.13163	0.16186	0.16723	0.17385	0.15543	0.15934	0.15873	0.14265	0.13069	0.14380	0.15500	0.15736	0.15250	0.31103	1.32842	1.31326	0.14213	0.14088	0.13691	0.11213	0.10142	0.00000	0.15281	0.16971	0.15524	0.11928	0.11806	0.13336	0.13082	0.12492	0.16698	0.16865	0.16325	0.15989	0.15757	0.14958	0.14107	0.09943	0.13456	0.13369	0.12745	0.13613	0.15940	0.11591	0.16050	0.08474	0.09654	0.15185	0.12968	0.16040	0.13327	0.11859
LPSA1    	0.15434	0.17087	0.15761	0.16216	0.14629	0.16144	0.09648	0.10449	0.11230	0.18400	0.18912	0.18799	0.17929	0.16877	0.18138	0.18120	0.18532	0.17971	0.25902	1.30133	1.28564	0.17223	0.17197	0.17056	0.15963	0.16192	0.15281	0.00000	0.05898	0.06446	0.15332	0.14478	0.15420	0.15380	0.14378	0.15430	0.15388	0.14986	0.18750	0.18541	0.17752	0.16371	0.13478	0.16570	0.15400	0.14561	0.15286	0.15106	0.11731	0.15071	0.11629	0.12940	0.12138	0.10092	0.13556	0.16679	0.14738
LPSA2    	0.17587	0.19537	0.17856	0.18122	0.16816	0.17845	0.11017	0.12615	0.13482	0.20219	0.20880	0.20717	0.20322	0.19078	0.20444	0.20181	0.20636	0.19868	0.23531	1.29245	1.28325	0.18880	0.18762	0.18514	0.18219	0.17730	0.16971	0.05898	0.00000	0.07496	0.17299	0.16490	0.16969	0.16953	0.16933	0.17519	0.17316	0.16987	0.20839	0.20313	0.19413	0.18225	0.14994	0.19258	0.17718	0.16338	0.17690	0.16608	0.13006	0.16452	0.13564	0.14590	0.13860	0.12046	0.14988	0.18455	0.16113
LPSA3    	0.15403	0.17273	0.15613	0.16575	0.15089	0.15948	0.08127	0.09003	0.09649	0.18125	0.18701	0.18836	0.18565	0.17077	0.18084	0.17917	0.18521	0.17867	0.26538	1.29281	1.28406	0.17406	0.17380	0.17031	0.16447	0.15464	0.15524	0.06446	0.07496	0.00000	0.14868	0.14364	0.15405	0.15106	0.14727	0.14323	0.14302	0.13955	0.18660	0.18219	0.17152	0.16716	0.13402	0.16803	0.15650	0.14152	0.15984	0.14501	0.11097	0.14093	0.12199	0.13142	0.11624	0.09278	0.12278	0.17051	0.14665
M2SA1    	0.10630	0.10345	0.10570	0.08134	0.08299	0.08496	0.16231	0.17156	0.17486	0.11359	0.12020	0.12607	0.09477	0.08171	0.08635	0.11231	0.11573	0.11230	0.30284	1.35087	1.33471	0.08970	0.09035	0.09032	0.12266	0.12381	0.11928	0.15332	0.17299	0.14868	0.00000	0.04331	0.10531	0.07034	0.06138	0.16587	0.16305	0.16035	0.12404	0.12272	0.11844	0.09385	0.07383	0.10420	0.07518	0.07068	0.08817	0.16049	0.09798	0.15804	0.09291	0.09766	0.15728	0.13562	0.16956	0.14487	0.12163
M2SA2    	0.10814	0.10372	0.09829	0.06988	0.07550	0.07566	0.15744	0.17249	0.16902	0.11678	0.12329	0.12307	0.09428	0.08264	0.08713	0.11269	0.11629	0.11114	0.30067	1.32774	1.32445	0.08747	0.08765	0.08639	0.11309	0.11810	0.11806	0.14478	0.16490	0.14364	0.04331	0.00000	0.09447	0.05944	0.05495	0.16093	0.15907	0.14858	0.12160	0.12114	0.11378	0.08789	0.07355	0.11144	0.07238	0.07134	0.08353	0.14921	0.09620	0.15407	0.07917	0.08337	0.15649	0.13577	0.16850	0.13266	0.11852
